map_10dl_1min_no_rs, map_10dl_1min_yes_rs, map_10dl_2min_no_rs, map_15dl_1min_no_rs, map_15dl_2min_no_rs, map_15dl_2min_yes_rs, map_20dl_1min_no_rs, map_20dl_2min_no_rs, map_20dl_2min_yes_rs, map_20dl_3min_no_rs, map_20dl_3min_yes_rs
9.844858192609288494e+01,1.043930957733641094e+02,9.859831607575871715e+01,9.287249832535962923e+01,9.308168614213789738e+01,1.044279453586522806e+02,8.079183834213250748e+01,9.084342299948005461e+01,1.044286186756522596e+02,8.152892414644631458e+01,9.376967940298237636e+01
9.846444779171146422e+01,1.044298147127426262e+02,9.866702277361967788e+01,9.290611596961471719e+01,9.314316907188118932e+01,1.044700446993681737e+02,8.199095974101977902e+01,9.125118046595693500e+01,1.044708368839427095e+02,8.112304349389398794e+01,9.368483976879322483e+01
9.865395794541188934e+01,1.046042826918305479e+02,9.890779805030373950e+01,9.312390061808865482e+01,9.338610910256028319e+01,1.046960162408265802e+02,8.337203366064947829e+01,9.138913784577462707e+01,1.046961644166545398e+02,8.099538055000643055e+01,9.378285162843619105e+01
9.877353202631476847e+01,1.047226354822477958e+02,9.904487421384651213e+01,9.324447377990908592e+01,9.350980629949253853e+01,1.048880005764355730e+02,8.448342740850056032e+01,9.080631759099655653e+01,1.048879642785109780e+02,8.080346772837521030e+01,9.379684120872043707e+01
9.867349833851481833e+01,1.046755488123813223e+02,9.891570059613977151e+01,9.312035036036009217e+01,9.335638005742048051e+01,1.048959669857063517e+02,8.518654130037120353e+01,8.936776113112719599e+01,1.048967769885381927e+02,8.038917818023787731e+01,9.358090305897815142e+01
9.850926745300165521e+01,1.045892998901677515e+02,9.867638306377662616e+01,9.294060779176601272e+01,9.312516852435066994e+01,1.048243173218973965e+02,8.583271651741985409e+01,8.751804126691996544e+01,1.048253393137077438e+02,7.999778080865455365e+01,9.331968478731653249e+01
9.852700352556838936e+01,1.046498537815127179e+02,9.859333605751257323e+01,9.297618864120987325e+01,9.309921311770256125e+01,1.048639691258044593e+02,8.681205734954133391e+01,8.588577722417022642e+01,1.048638086227354052e+02,7.992148762954769836e+01,9.327684889420788750e+01
9.872370434576747300e+01,1.048445676702154969e+02,9.869195020112714190e+01,9.320026886861353432e+01,9.325766038399471825e+01,1.050134119573046547e+02,8.806989820338991137e+01,8.471538741560087260e+01,1.050119262276927117e+02,8.007711956036067136e+01,9.343164063666897334e+01
9.885067259675608398e+01,1.049697599512708166e+02,9.874884624443637904e+01,9.332113115695679539e+01,9.330719819341194921e+01,1.050773426503156713e+02,8.920886763548142540e+01,8.381548109169492022e+01,1.050755249431132370e+02,8.011739196807671703e+01,9.350356885900021098e+01
9.875542324435963337e+01,1.048979909917529341e+02,9.862254063904984491e+01,9.318678339848598569e+01,9.309318875151831207e+01,1.049416979046677199e+02,9.000963513976357433e+01,8.299216884430423136e+01,1.049408520857399054e+02,7.991095484837138940e+01,9.333506496479263603e+01
9.858315021839301551e+01,1.047526630094011608e+02,9.844417756651139939e+01,9.299440376758118987e+01,9.281597514056014120e+01,1.047423108718688809e+02,9.065304738151081665e+01,8.231839300900070100e+01,1.047426154608966016e+02,7.970224088900111781e+01,9.309201599672259420e+01
9.857347117776853906e+01,1.047504781527213424e+02,9.843208839113894726e+01,9.302139109243755399e+01,9.275884519467787470e+01,1.046968867586178220e+02,9.134506418284598794e+01,8.188649997998817298e+01,1.046976507423919713e+02,7.973614806173247871e+01,9.301017656252281540e+01
9.872963507236238456e+01,1.049079084706431360e+02,9.858027779369901111e+01,9.324127959714057567e+01,9.290555759720015772e+01,1.048253167777963881e+02,9.185858880001146076e+01,8.145807969689970207e+01,1.048257624414485178e+02,7.988812316640797917e+01,9.305648896744783372e+01
9.881826642435731856e+01,1.050226910832316207e+02,9.865594666171735128e+01,9.335788466591318979e+01,9.296594793274333313e+01,1.049316867802453856e+02,9.165257209494740209e+01,8.060535409748831626e+01,1.049322726905770651e+02,7.985361121191510847e+01,9.299670027156533081e+01
9.870199825690374951e+01,1.049582732329744346e+02,9.852290145935984356e+01,9.321604541791099052e+01,9.278171346849573808e+01,1.048807907909375814e+02,9.048867500386603524e+01,7.924526302936642708e+01,1.048818816649118020e+02,7.966041773330645981e+01,9.280168052951415802e+01
9.853840970800452226e+01,1.048270911862530284e+02,9.833735477633904054e+01,9.301441464258171266e+01,9.254807668015423872e+01,1.047849391313679916e+02,8.874665486124054326e+01,7.784381225359946654e+01,1.047861403380754695e+02,7.976542239929435141e+01,9.281572604076990274e+01
9.857505294824625253e+01,1.048263163638062423e+02,9.833624522587945194e+01,9.303236175214728121e+01,9.254346334630270121e+01,1.048374897547390958e+02,8.705703884851723728e+01,7.696533258314548220e+01,1.048385016379845496e+02,8.054960379225366296e+01,9.340775162171787827e+01
9.880055134727517441e+01,1.049699826867353067e+02,9.851693179941563017e+01,9.324692181211666764e+01,9.274296651194117658e+01,1.050378102980439081e+02,8.572996438091549010e+01,7.672354249122857084e+01,1.050377774203220440e+02,8.184731741024677376e+01,9.453500247088848596e+01
9.894758816790728417e+01,1.050759803182729968e+02,9.864084066795402350e+01,9.336288558271255056e+01,9.285371080792440068e+01,1.051814041615034085e+02,8.465705636728893069e+01,7.682089434514713844e+01,1.051799103027936013e+02,8.313198450037560860e+01,9.576041459654916821e+01
9.884988029563720602e+01,1.050242232316383593e+02,9.856075321801033340e+01,9.321723902436322362e+01,9.272272826587003181e+01,1.051333457036294021e+02,8.371646228056539485e+01,7.705579262578844180e+01,1.051316266638961707e+02,8.412345226732846015e+01,9.671283376193295567e+01
9.865148550691564822e+01,1.049211467115261911e+02,9.841977526033495849e+01,9.299987653569064605e+01,9.254460298644534078e+01,1.050061136271858544e+02,8.302978338076997034e+01,7.756414417587772903e+01,1.050052463863595449e+02,8.502911978968172946e+01,9.739033352378925201e+01
9.860150520325009893e+01,1.049452568633520571e+02,9.844909162569712180e+01,9.299080713865839698e+01,9.258887905718917466e+01,1.050041443691694383e+02,8.271376029100427729e+01,7.849940109213171979e+01,1.050045757765330450e+02,8.614743440315979228e+01,9.796239634109414851e+01
9.871833029669873838e+01,1.050973512897294739e+02,9.864158060797420546e+01,9.317542422598431529e+01,9.282848755378860517e+01,1.051459433362170017e+02,8.251873155562216766e+01,7.966239944501803905e+01,1.051471628455138898e+02,8.740035095962777234e+01,9.840657956396981376e+01
9.878249702033687640e+01,1.051917384687698700e+02,9.874921244619933702e+01,9.326865270100960004e+01,9.297210738199487423e+01,1.052522618990783343e+02,8.194668925858756836e+01,8.066117758780589497e+01,1.052531663085963061e+02,8.842212825813963661e+01,9.849834741268441007e+01
9.866099295074668873e+01,1.051096003377099635e+02,9.862408631068274190e+01,9.311758410128801700e+01,9.286395476767785340e+01,1.052151174199989327e+02,8.078852352521758462e+01,8.139867611252410029e+01,1.052149803078907979e+02,8.906338598993583844e+01,9.815735172755267968e+01
9.850232656388925534e+01,1.049712566575655615e+02,9.843279033841496073e+01,9.291595347471300670e+01,9.270017613304563042e+01,1.051523477064337726e+02,7.939658215884384163e+01,8.218247401449652045e+01,1.051510299707084641e+02,8.959080122198673735e+01,9.763902119560954418e+01
9.853769036762162159e+01,1.049760913714688542e+02,9.843946782634124304e+01,9.293735941969822534e+01,9.276148804149120508e+01,1.052425203842863510e+02,7.831762364706027313e+01,8.327816315550062143e+01,1.052409708983574887e+02,9.028971143097771801e+01,9.729257871047542494e+01
9.874574993108903698e+01,1.051268233707276352e+02,9.865611406255058569e+01,9.315572666982832573e+01,9.302481797736659530e+01,1.054651740805953040e+02,7.774940323375267326e+01,8.450263407629950052e+01,1.054647879498598968e+02,9.097743118617185587e+01,9.717944793234724443e+01
9.886073522028803495e+01,1.052249572897864311e+02,9.882878947310474871e+01,9.327859367381967104e+01,9.319105961382364001e+01,1.056133767473329073e+02,7.751111982712572512e+01,8.543342458216532975e+01,1.056145291479383559e+02,9.109139268903864206e+01,9.706485776272322141e+01
9.872851179755139128e+01,1.051488515484551414e+02,9.878185522943012131e+01,9.315010622528268414e+01,9.309827281696131251e+01,1.055659514920410942e+02,7.747479099318789508e+01,8.597520304051644757e+01,1.055678592467439785e+02,9.028840786128370155e+01,9.678475742545820992e+01
9.851112715299385059e+01,1.050178432261285195e+02,9.864084146050252855e+01,9.296052663078076250e+01,9.293915874235180752e+01,1.054427653639751128e+02,7.778663781691425072e+01,8.652153581153109485e+01,1.054442461251806833e+02,8.880234636923749747e+01,9.647079017709161519e+01
9.847011226024316954e+01,1.050301879421936349e+02,9.863544184502829637e+01,9.298500223111832952e+01,9.299000716719659465e+01,1.054412400952470961e+02,7.857751379011673976e+01,8.748491953899630857e+01,1.054418495991613867e+02,8.716130079746832848e+01,9.635296294431554998e+01
9.862443143444269822e+01,1.051852036280336762e+02,9.876834259765166735e+01,9.320284741764744751e+01,9.322634829443093452e+01,1.055746226880599181e+02,7.962658424180830252e+01,8.878509521721407793e+01,1.055746339442686121e+02,8.566777513858454540e+01,9.642672505604720357e+01
9.874099378160461526e+01,1.052801527192419542e+02,9.881594731107125540e+01,9.332333248441675266e+01,9.335567762711215778e+01,1.056660206727781315e+02,8.053370621092786052e+01,8.993824303771484097e+01,1.056655507709985358e+02,8.429582692023930690e+01,9.644688174166542183e+01
9.866942288382472270e+01,1.051896266699847473e+02,9.865741406377172495e+01,9.318854091437258091e+01,9.322427942978860926e+01,1.055996760514432964e+02,8.119990952797429884e+01,9.061366796972757243e+01,1.055977414697068184e+02,8.303596031132511257e+01,9.626719408392159494e+01
9.854873938779306286e+01,1.050330867461349555e+02,9.846402325988884741e+01,9.299276081452799758e+01,9.302771266518104198e+01,1.054804309205603374e+02,8.193238451292539537e+01,9.091972522413853142e+01,1.054759196414113376e+02,8.209128792480760239e+01,9.604016617280639423e+01
9.860194651536470190e+01,1.050114233015668219e+02,9.848747556682003790e+01,9.301537875651209220e+01,9.304371312690963691e+01,1.054887791457915256e+02,8.299862282931124469e+01,9.107174727337482523e+01,1.054820250226927527e+02,8.159964273218626829e+01,9.600153322178688597e+01
9.881246306187438222e+01,1.051359313237437192e+02,9.871629052628443901e+01,9.323453355848981516e+01,9.325296159577526112e+01,1.056317073703267226e+02,8.422001851423431162e+01,9.094688774626976624e+01,1.056262934730657008e+02,8.128635826053266555e+01,9.613520973634548739e+01
9.893416118658967662e+01,1.052218775141730447e+02,9.888062106220843361e+01,9.335572598871003436e+01,9.336786337938444547e+01,1.057298530490013349e+02,8.517928340543046772e+01,9.018390172021106821e+01,1.057322745947703453e+02,8.062642749741551995e+01,9.618946565491184231e+01
9.882163149762810406e+01,1.051555532776694548e+02,9.880722651693257319e+01,9.322057322211215080e+01,9.323320777557860595e+01,1.056677035180468778e+02,8.577766620805586228e+01,8.871289169586481194e+01,1.056829682378811128e+02,7.941838433135593789e+01,9.603287277418475298e+01
9.862139742314042223e+01,1.050580114189607599e+02,9.863420132766728443e+01,9.302299216848486196e+01,9.303884999582162152e+01,1.055615903718294106e+02,8.639297311350513553e+01,8.697951966120893985e+01,1.055850687372371084e+02,7.804811523524780625e+01,9.585296168085248780e+01
9.858247493937180650e+01,1.051207473788295061e+02,9.860480740468226202e+01,9.304131246848312742e+01,9.305702749104921168e+01,1.056049736661476715e+02,8.742074999511980593e+01,8.555981307166672423e+01,1.056161895202075840e+02,7.708227860960153066e+01,9.592152860384300084e+01
9.872940669138560565e+01,1.053328324850533164e+02,9.873774347338316204e+01,9.325667799482043563e+01,9.326304976197144470e+01,1.057952362006673184e+02,8.877510016218752753e+01,8.462323691243275903e+01,1.057684235826125985e+02,7.670355076325242294e+01,9.623527526019515221e+01
9.884448622892769265e+01,1.054774055434688620e+02,9.881404651936578887e+01,9.338014417906465781e+01,9.336444631071672973e+01,1.059109117287249830e+02,8.999095908543118583e+01,8.391012096105035312e+01,1.058442192748783555e+02,7.669095305113491179e+01,9.652053286047102176e+01
9.878047822506893283e+01,1.053959143678432469e+02,9.869530563323714034e+01,9.325255101852951611e+01,9.320482866796102428e+01,1.057767813954504277e+02,9.076174339472349573e+01,8.319330099927682909e+01,1.057295642116222041e+02,7.687936995518955996e+01,9.659939636339709068e+01
9.866273679799842000e+01,1.051532630821929217e+02,9.852673137246996760e+01,9.305911030934208839e+01,9.297955767136437544e+01,1.054499322667250283e+02,9.120148494091688463e+01,8.255333963884118020e+01,1.055633596833700238e+02,7.739941562124965913e+01,9.661116992418793359e+01
9.871043223514385545e+01,1.049077897297570985e+02,9.854798965485184681e+01,9.307184320935870403e+01,9.297093557538573805e+01,1.050911532808972879e+02,9.150504030832119895e+01,8.212012508078829853e+01,1.055628938090808759e+02,7.838144211997374100e+01,9.679263752800477505e+01
9.891181533287887362e+01,1.046731583921981041e+02,9.875356345501690214e+01,9.327487001858604287e+01,9.316385636949551952e+01,1.047210881196372441e+02,9.151323823708352734e+01,8.170032584515782048e+01,1.057347747879406938e+02,7.960337217559094825e+01,9.713096367236244078e+01
9.901740021680352299e+01,1.043229183346619067e+02,9.888676820841779147e+01,9.338717742793608068e+01,9.326940987595983756e+01,1.042194813895086583e+02,9.083511417114667097e+01,8.089718591544203719e+01,1.058605118081442953e+02,8.065664394420144845e+01,9.736267492958998560e+01
9.888055340537242444e+01,1.038349520267278621e+02,9.878522379130741626e+01,9.325422428288665344e+01,9.312863158785596340e+01,1.035704730579776935e+02,8.938655304919363687e+01,7.963529291679859057e+01,1.057787333031515828e+02,8.143451465433126657e+01,9.733156317699743454e+01
9.866290869287367116e+01,1.033931286662502629e+02,9.859110238896114708e+01,9.306405765904598582e+01,9.293074209747055647e+01,1.029859653659571137e+02,8.762576995459755835e+01,7.836730925720468122e+01,1.055830095748513031e+02,8.224053810486597627e+01,9.721358031542128231e+01
9.862596186762705486e+01,1.032005822703266773e+02,9.855311642761343194e+01,9.308896753897056442e+01,9.294965689489934846e+01,1.027078433992846840e+02,8.615208444260609610e+01,7.763532867216208899e+01,1.054855494288894988e+02,8.334303670202183412e+01,9.728729753581410478e+01
9.878377722859315213e+01,1.032526177453873117e+02,9.869182809234335707e+01,9.331372482014717207e+01,9.316214444114200433e+01,1.027427256263072763e+02,8.516229326408134170e+01,7.753509168095770576e+01,1.055433102751201631e+02,8.456584095549128222e+01,9.757116135925130607e+01
9.889612066690115455e+01,1.033525054167147488e+02,9.878491014592468389e+01,9.345403892773754251e+01,9.327642531893077660e+01,1.028785610254686560e+02,8.442465719972648230e+01,7.775697926793698400e+01,1.056126162407019109e+02,8.549186159488925796e+01,9.781097429412531596e+01
9.880628733142538067e+01,1.033705065839389192e+02,9.869153377393988080e+01,9.334669437698998706e+01,9.313585208108011670e+01,1.029602499644502132e+02,8.373186485213055619e+01,7.808570092849936373e+01,1.055771013165837644e+02,8.602681372343006672e+01,9.783611894963969746e+01
9.864859200999495670e+01,1.033995623750417820e+02,9.855674738545778268e+01,9.316795181129762682e+01,9.293308311125122145e+01,1.030566873935747765e+02,8.317558248139245336e+01,7.864531340117272862e+01,1.055116900259354367e+02,8.655646072613470210e+01,9.778442960806349049e+01
9.865508891370994604e+01,1.035938199680729355e+02,9.860876876909837563e+01,9.317750963326346891e+01,9.294833206677472504e+01,1.033150726135680486e+02,8.288933805326898607e+01,7.958917787511509800e+01,1.055643766333251108e+02,8.748059394291219348e+01,9.789611350530547895e+01
9.882436589394494320e+01,1.039210693418090159e+02,9.882480918588110796e+01,9.335600634219005656e+01,9.316324292013277386e+01,1.037055768057388860e+02,8.266793320290582869e+01,8.073168476662117143e+01,1.057304910135391367e+02,8.871580331884750592e+01,9.816707518359564233e+01
9.891467275784127366e+01,1.041697665919531488e+02,9.894507348008782799e+01,9.343465929593617147e+01,9.328703393359185725e+01,1.040125211454250831e+02,8.206772415646710783e+01,8.169074084704193695e+01,1.058397993814754301e+02,8.979536703028583133e+01,9.834519216992285351e+01
9.877804446675570205e+01,1.042157067156975785e+02,9.881952059874168981e+01,9.327694690949530809e+01,9.316144391772873234e+01,1.041050258359035752e+02,8.093310518136077292e+01,8.236757862105611139e+01,1.057871748515745338e+02,9.040587902321071567e+01,9.828718964003174108e+01
9.857298392624791461e+01,1.041776497947707298e+02,9.860258531483478350e+01,9.307680765496216679e+01,9.297635469186330681e+01,1.040971553135923813e+02,7.965165442340394009e+01,8.306876570791099823e+01,1.056797213498830104e+02,9.066746598265432056e+01,9.816484912083603831e+01
9.855314044596754286e+01,1.042481445484590381e+02,9.854996851884446585e+01,9.310113313023502712e+01,9.300931569652446740e+01,1.041872169664262771e+02,7.876774327528912067e+01,8.407823753766729169e+01,1.056973936124210383e+02,9.080097802283111719e+01,9.823459932754809643e+01
9.873281691652391601e+01,1.044370755208751973e+02,9.868418263626426779e+01,9.332727874258243617e+01,9.324097122771590307e+01,1.043953653626467712e+02,7.844021004755288118e+01,8.525031134481437789e+01,1.058493087663665193e+02,9.067994637408523317e+01,9.848910994478545433e+01
9.887521528037353846e+01,1.045677043256958427e+02,9.878174403757819277e+01,9.346564634892990853e+01,9.337806739488613061e+01,1.045517035345778538e+02,7.843023750990101917e+01,8.619148851151392421e+01,1.059645251259793213e+02,8.993090423065063987e+01,9.866084754828682435e+01
9.882108429165933217e+01,1.045315351801701951e+02,9.869598720558116156e+01,9.335380590173767246e+01,9.325806547546423531e+01,1.045521816671560345e+02,7.856475662229202328e+01,8.680156158554545698e+01,1.059236819152754805e+02,8.847102202390465209e+01,9.858148084519613974e+01
9.870254960654649778e+01,1.044459708837917447e+02,9.855988331076866871e+01,9.317631375928316118e+01,9.307062778200230468e+01,1.045143845758364733e+02,7.897646931395300385e+01,8.743918199370737909e+01,1.057991825782781916e+02,8.674597680752543738e+01,9.840412105547120802e+01
9.874181728994715002e+01,1.045009006941067611e+02,9.859543117736815532e+01,9.319972384803962484e+01,9.309483417839848585e+01,1.046134584957705584e+02,7.981029847690055590e+01,8.847313617473763259e+01,1.057373817947514283e+02,8.533900525104630219e+01,9.838654568364781028e+01
9.892795571733958582e+01,1.046930469816020235e+02,9.879231681223340900e+01,9.340352649192780632e+01,9.331939002118977555e+01,1.048301262797683080e+02,8.087002654257187828e+01,8.978152471802150103e+01,1.057475962797007725e+02,8.442888951050531432e+01,9.854544059458044103e+01
9.901706406532817084e+01,1.048211158619469785e+02,9.891135262011478346e+01,9.350756086726624972e+01,9.345782514206170788e+01,1.049616141578357826e+02,8.176874912423122055e+01,9.083843321653468195e+01,1.057056237686327620e+02,8.376025059544818419e+01,9.864647491173954563e+01
9.886655908738566723e+01,1.047592537608540084e+02,9.880992509724784156e+01,9.336472923272441449e+01,9.334535632936700722e+01,1.048898257736704380e+02,8.240512367952609907e+01,9.127313245279223963e+01,1.055650498244092290e+02,8.309591833685817619e+01,9.854119775020249961e+01
9.864096655664344837e+01,1.046236540554616710e+02,9.862890818169503859e+01,9.316850292428654257e+01,9.316399148158497212e+01,1.047354238754320477e+02,8.308515909604841454e+01,9.118315450748785622e+01,1.054524794565234060e+02,8.249770993703187116e+01,9.837443593386920782e+01
9.860199756998321163e+01,1.046076033292196712e+02,9.860570346543016740e+01,9.319706049914677237e+01,9.318181343321381860e+01,1.047020468727798317e+02,8.409622979831236478e+01,9.083706905024966716e+01,1.055035622356967338e+02,8.207890577383426489e+01,9.837980576339059269e+01
9.876221279266219710e+01,1.047170750693974526e+02,9.875557026048751652e+01,9.342915395154761882e+01,9.337998861171831777e+01,1.048078500257775403e+02,8.529451440318494804e+01,9.023731751669019729e+01,1.056669742293683072e+02,8.164702983141707193e+01,9.855499067583768635e+01
9.888197180085144566e+01,1.047683611832149495e+02,9.885917206908980859e+01,9.356980975047513027e+01,9.347794974937819745e+01,1.048733934898541094e+02,8.628242928730279004e+01,8.916774151103304291e+01,1.057417412749758654e+02,8.082986065053606239e+01,9.866517310038538824e+01
9.880924347310173061e+01,1.046484698741313935e+02,9.877556996404400991e+01,9.345433436964033547e+01,9.332445477231084396e+01,1.047795923396635658e+02,8.694966861687395010e+01,8.764192170611245558e+01,1.056320307382160735e+02,7.958325828690806247e+01,9.857522516351390607e+01
9.867790556785283229e+01,1.044679278554023227e+02,9.864240374262988098e+01,9.326454075454196868e+01,9.310873172406138565e+01,1.046310184290643690e+02,8.764317911401980155e+01,8.608806850728014126e+01,1.054707835919805348e+02,7.837366173423518489e+01,9.845057479496323083e+01
9.871390839054579658e+01,1.044113218857674923e+02,9.868413678692176916e+01,9.327808116202062649e+01,9.310766600379697877e+01,1.046002458721696939e+02,8.872966531437008086e+01,8.498383667362492133e+01,1.054370963660654041e+02,7.773061538350970068e+01,9.854296774557523975e+01
9.890791750500440571e+01,1.044878375042621172e+02,9.888628432822657999e+01,9.348079866943669458e+01,9.330726581185025736e+01,1.046826538339431920e+02,9.008839269585023146e+01,8.437966713388914286e+01,1.055276880229730239e+02,7.771779698391695490e+01,9.884202705934815469e+01
9.901136050586765691e+01,1.045258958669663798e+02,9.899623219332808333e+01,9.358773105339368215e+01,9.342204424635892224e+01,1.047017046839880834e+02,9.119080790078245968e+01,8.392549866829081395e+01,1.055783735122531368e+02,7.799396352932424747e+01,9.906908466243697831e+01
9.887407469819063977e+01,1.044203666807328972e+02,9.886429958343256885e+01,9.344287465565636808e+01,9.329169389435874393e+01,1.045573322648439216e+02,9.165809309764721036e+01,8.335239368782849567e+01,1.054910266793842482e+02,7.833354975116490948e+01,9.903705207860733140e+01
9.865834251347644113e+01,1.042845987981509950e+02,9.865026451203594604e+01,9.323342422760829606e+01,9.310110605092063452e+01,1.043627223812547413e+02,9.156845785210809652e+01,8.274573711159450795e+01,1.053542984541341241e+02,7.887100098935255232e+01,9.888367514366414923e+01
9.862869769793293528e+01,1.042894083592090908e+02,9.861379196538948122e+01,9.323612379682758444e+01,9.311875548461915741e+01,1.043045150583011207e+02,9.117855757935336669e+01,8.227579539098221062e+01,1.053188640619459306e+02,7.978243980791984313e+01,9.886776156185113962e+01
9.880164563266767175e+01,1.044220150128785889e+02,9.876934225861276673e+01,9.343399081934296646e+01,9.333050320039650671e+01,1.043820932224200106e+02,9.050419796992177623e+01,8.181293700449715800e+01,1.053980893812080524e+02,8.089961250371415247e+01,9.902916495326248025e+01
9.893576912040462901e+01,1.044907550694241394e+02,9.887866920140974969e+01,9.354188175787602688e+01,9.345388388927537449e+01,1.044070578511213085e+02,8.936650603604059029e+01,8.102444792079367630e+01,1.054589728163482789e+02,8.184049856274300794e+01,9.916653714970703959e+01
9.886934362950422894e+01,1.043793086947820541e+02,9.878756969161234736e+01,9.340151401889220040e+01,9.332571847336353699e+01,1.042693175057121380e+02,8.781449778199892364e+01,7.986843463882931360e+01,1.054182210727381346e+02,8.249684933235556628e+01,9.914731559652150850e+01
9.872970778043230666e+01,1.042030475759964361e+02,9.863113339923188505e+01,9.319280243363415650e+01,9.313003175100881492e+01,1.040869303711913432e+02,8.629073867302059853e+01,7.878375655839020908e+01,1.053508981913439726e+02,8.317074506324557603e+01,9.910029641841941839e+01
9.874276248065602601e+01,1.041607852826246585e+02,9.864361794662848126e+01,9.319370535152967250e+01,9.313655746164637605e+01,1.040560100301450035e+02,8.526080812529876596e+01,7.826431228561290254e+01,1.053625170077808377e+02,8.415267582857731554e+01,9.923098432205172514e+01
9.890807163671678381e+01,1.042697560513428812e+02,9.882486263290293493e+01,9.339414186754430602e+01,9.332984944231432678e+01,1.041881343542242462e+02,8.474933295881274375e+01,7.835046428305352606e+01,1.054249436065831134e+02,8.530749623242915902e+01,9.951081160427861505e+01
9.899328646905141227e+01,1.043438093647443026e+02,9.893401869798687187e+01,9.351375174051563022e+01,9.343189078275378279e+01,1.042995398265736497e+02,8.438347709863266743e+01,7.869741504082514894e+01,1.054108948552821232e+02,8.624065600487487870e+01,9.968838877827411693e+01
9.886120226553133250e+01,1.042567994595359693e+02,9.882512340111829019e+01,9.339403901922530338e+01,9.329066877300439842e+01,1.042673865050061295e+02,8.388682301336297087e+01,7.908812795122649675e+01,1.052762540294122431e+02,8.683717436413211033e+01,9.962436639129919058e+01
9.867554568652636249e+01,1.041232108017984785e+02,9.865182778724233970e+01,9.320823764771488129e+01,9.309454283601219515e+01,1.041894363164189485e+02,8.335545567904325992e+01,7.966534177490008517e+01,1.051440595491648793e+02,8.744206530037325820e+01,9.948229254198864169e+01
9.868977503772505599e+01,1.041358526861956761e+02,9.865918618010445584e+01,9.322419002017458922e+01,9.311359479654984739e+01,1.042386281454235757e+02,8.297733848820058711e+01,8.060500175275791435e+01,1.051652790895185205e+02,8.842323571005967153e+01,9.952071036057741082e+01
9.890016701139724375e+01,1.042976819142635492e+02,9.884886138303967584e+01,9.342782651303548391e+01,9.333373955837612357e+01,1.044040924169861597e+02,8.262716680608458830e+01,8.173411389032662555e+01,1.053246129043799471e+02,8.966938053005320342e+01,9.975149704316494592e+01
9.904421672684543410e+01,1.044149040899551437e+02,9.897417219121362564e+01,9.354270079987297493e+01,9.346966756191237380e+01,1.044935200340796371e+02,8.195207661049023784e+01,8.267097722253738823e+01,1.054328360697697491e+02,9.066955845373924205e+01,9.992775498854122418e+01
9.895176661259480966e+01,1.043646412060173958e+02,9.887570201376061618e+01,9.341553201308705923e+01,9.335439660213530999e+01,1.043992503956262965e+02,8.087187222360121552e+01,8.331463325878230819e+01,1.053333371836954200e+02,9.106615809168604869e+01,9.986849334781510379e+01
9.876464226684078085e+01,1.042590668227793742e+02,9.869702644550564230e+01,9.322390880875308028e+01,9.316744033603548303e+01,1.042443985568001210e+02,7.979255278010033692e+01,8.398093497556722298e+01,1.050485946059266666e+02,9.096255266315552035e+01,9.966600410739494009e+01
9.873475615735505073e+01,1.042802427814093420e+02,9.868173440273015729e+01,9.324132453143518262e+01,9.317698783079063674e+01,1.042218354188362639e+02,7.920605413976947773e+01,8.498260273312924085e+01,1.046838998486874601e+02,9.062239201743500416e+01,9.951490945762043339e+01
9.887577776851388478e+01,1.044257264571293859e+02,9.883550325670277914e+01,9.345424328035335293e+01,9.337054014176578676e+01,1.043436617533562583e+02,7.918088947960404766e+01,8.620549836679104772e+01,1.042579254414470853e+02,9.003853144529928443e+01,9.940748647650721637e+01
9.895634175997136595e+01,1.045140594092762285e+02,9.891894930611326231e+01,9.357885114861237241e+01,9.347631537227712784e+01,1.044358667664656792e+02,7.940473213044663225e+01,8.725227249607110025e+01,1.037139517342885284e+02,8.898859850445971631e+01,9.914357638462387001e+01
9.883769924711948818e+01,1.044363727041910863e+02,9.878505776986298770e+01,9.345491317339990189e+01,9.334491902512915829e+01,1.043860220952542761e+02,7.967942939818756543e+01,8.797743487047968358e+01,1.031035154657848096e+02,8.748199763726790934e+01,9.865101146362033546e+01
9.867456268203567049e+01,1.043002286588353087e+02,9.859039841426549344e+01,9.326036262790294984e+01,9.315810653903058380e+01,1.042995277520953579e+02,8.015501194306463617e+01,8.868541431979662093e+01,1.026442170629093908e+02,8.594737246532341146e+01,9.814580494965716184e+01
9.870763492527173355e+01,1.042845883627415731e+02,9.858473143659233529e+01,9.327266355330364433e+01,9.318458392287071490e+01,1.043484830086975137e+02,8.101008689622652525e+01,8.970919960465309373e+01,1.025212635657127009e+02,8.486268460577691997e+01,9.791610749853683160e+01
9.893150917771426123e+01,1.043977210641297120e+02,9.877970578123161260e+01,9.348235687347643363e+01,9.340889964376182775e+01,1.045210841075801227e+02,8.206921716531368816e+01,9.090258529437653578e+01,1.026641624706602585e+02,8.428256442061336884e+01,9.798345913316131828e+01
9.909028893807401062e+01,1.044750467430001351e+02,9.893690638582367569e+01,9.360646960699030217e+01,9.354919896354770970e+01,1.046243178437795223e+02,8.294600222811159540e+01,9.170596293832674917e+01,1.028116613660838681e+02,8.385773534165130627e+01,9.809558516559758345e+01
