map_10dl_1min_no_rs, map_10dl_1min_yes_rs, map_10dl_2min_no_rs, map_15dl_1min_no_rs, map_15dl_2min_no_rs, map_15dl_2min_yes_rs, map_20dl_1min_no_rs, map_20dl_2min_no_rs, map_20dl_2min_yes_rs, map_20dl_3min_no_rs, map_20dl_3min_yes_rs
1.044110104175525322e+02,1.044090215651873308e+02,1.044114457482068588e+02,1.044107869310685146e+02,1.044110716882418046e+02,1.044103411984898457e+02,1.044105510232513012e+02,1.044112301112335217e+02,1.044102190603413902e+02,1.044088953918880804e+02,1.044098425819923364e+02
1.044923505675341033e+02,1.044888857047135104e+02,1.044925023611432380e+02,1.044922636895608861e+02,1.044918147382097544e+02,1.044914859162166891e+02,1.044918072144345729e+02,1.044925047673639966e+02,1.044916269285044024e+02,1.044903146804381180e+02,1.044912759932160498e+02
1.043862300126848623e+02,1.043822261139930987e+02,1.043857941069382775e+02,1.043864847782051157e+02,1.043849365226003556e+02,1.043852893641639952e+02,1.043862889282838893e+02,1.043865653145978456e+02,1.043856159110819988e+02,1.043850607616894450e+02,1.043854660236106042e+02
1.042219227988554309e+02,1.042184648345121047e+02,1.042210479249255712e+02,1.042224231527906397e+02,1.042201067936434384e+02,1.042211147005161251e+02,1.042220780399355817e+02,1.042220034818952001e+02,1.042214397458798345e+02,1.042220804650179105e+02,1.042212995250177272e+02
1.041912863938887170e+02,1.041890612222753987e+02,1.041905044318869642e+02,1.041925122236075083e+02,1.041897143162512975e+02,1.041910976942760101e+02,1.041909468804498431e+02,1.041907755010038272e+02,1.041913595058136366e+02,1.041924198324172721e+02,1.041913462954404537e+02
1.042981803364719298e+02,1.042967921732645067e+02,1.042973112066199519e+02,1.042996060230366595e+02,1.042971306865845236e+02,1.042982522900912272e+02,1.042972177038243160e+02,1.042972489880888816e+02,1.042988650315296866e+02,1.042993813527652520e+02,1.042992125595910835e+02
1.043641427853763730e+02,1.043632680797744001e+02,1.043635667143742296e+02,1.043646817862799026e+02,1.043639970370217185e+02,1.043641891588865320e+02,1.043629443469018696e+02,1.043630167887498459e+02,1.043652651792195911e+02,1.043652086945675705e+02,1.043656094309848328e+02
1.042887531275967206e+02,1.042883778952195826e+02,1.042893403045805627e+02,1.042882493428226951e+02,1.042894164782639450e+02,1.042891604110542545e+02,1.042881620069494630e+02,1.042875570470659170e+02,1.042901142095824270e+02,1.042895009303904317e+02,1.042897352462506433e+02
1.041996806175782240e+02,1.041998041027449915e+02,1.042013957602318897e+02,1.041988931013074193e+02,1.042007517699073844e+02,1.042006597625749436e+02,1.041998663534720464e+02,1.041988440631803456e+02,1.042006277291633864e+02,1.042000510952951657e+02,1.042000602524405508e+02
1.042710833973912656e+02,1.042718522336662232e+02,1.042730666989057369e+02,1.042709622281494006e+02,1.042724109551572980e+02,1.042725698818209281e+02,1.042711796599715939e+02,1.042711984272818313e+02,1.042716642687322945e+02,1.042714151423869282e+02,1.042719867468123311e+02
1.044720760530681503e+02,1.044735509594307103e+02,1.044740520005690598e+02,1.044730077477568955e+02,1.044738645515158879e+02,1.044739363342878420e+02,1.044717354409253858e+02,1.044736953444673588e+02,1.044732329990207944e+02,1.044727850230191422e+02,1.044743595981407083e+02
1.045911256961980200e+02,1.045925853723680774e+02,1.045927621185250587e+02,1.045920732752364302e+02,1.045933051314558497e+02,1.045928898873012400e+02,1.045905020440030313e+02,1.045939209856612706e+02,1.045928670899528043e+02,1.045920378672589521e+02,1.045938111852354666e+02
1.045094739421076184e+02,1.045105711488009774e+02,1.045106800615097029e+02,1.045098415256805140e+02,1.045114656445055203e+02,1.045109042690755956e+02,1.045092343964959554e+02,1.045125727216560136e+02,1.045113606114723979e+02,1.045104111167446774e+02,1.045116718673904757e+02
1.043528066640322010e+02,1.043534126748821080e+02,1.043536587589204885e+02,1.043530565903629395e+02,1.043538805850339628e+02,1.043535624338960730e+02,1.043531335254431696e+02,1.043560287522733603e+02,1.043548756163171305e+02,1.043534695476915601e+02,1.043545681057560586e+02
1.043233860783257398e+02,1.043234643703200391e+02,1.043241478575236414e+02,1.043242417808709348e+02,1.043237281175053113e+02,1.043233997957560319e+02,1.043240671894699290e+02,1.043263463701229625e+02,1.043257899756493146e+02,1.043235009930449309e+02,1.043245942756647509e+02
1.044271677284217361e+02,1.044273898320853107e+02,1.044281343558843531e+02,1.044291569939389461e+02,1.044277515009161732e+02,1.044272366141733528e+02,1.044285846219361247e+02,1.044298377372039823e+02,1.044294965693076307e+02,1.044272855573744465e+02,1.044281322376822914e+02
1.044797171395538840e+02,1.044807851100299274e+02,1.044806895853512572e+02,1.044825999733973845e+02,1.044807776080976396e+02,1.044807550817043307e+02,1.044821550620595048e+02,1.044828053371822136e+02,1.044818995890421292e+02,1.044806793330366332e+02,1.044814725834525007e+02
1.043765900700614964e+02,1.043786420507823038e+02,1.043772534911266376e+02,1.043793817950644325e+02,1.043772600952839014e+02,1.043785565681181282e+02,1.043790503236569265e+02,1.043800610672034850e+02,1.043783508568363914e+02,1.043786654130448852e+02,1.043792296911992992e+02
1.042367805400744629e+02,1.042391881819171573e+02,1.042375324580212919e+02,1.042385284210209022e+02,1.042365583264170681e+02,1.042389558516744188e+02,1.042383354592418101e+02,1.042394939932032969e+02,1.042373005319059587e+02,1.042392983009980298e+02,1.042388889723697787e+02
1.042369009516666551e+02,1.042389075352050156e+02,1.042382849927649033e+02,1.042373492163409878e+02,1.042361263566744327e+02,1.042386514596953049e+02,1.042377313825014937e+02,1.042380297289886784e+02,1.042361823536603112e+02,1.042390631222338442e+02,1.042376978610449072e+02
1.043624442690252607e+02,1.043634853592870684e+02,1.043638979525352397e+02,1.043614774976782797e+02,1.043611878917943443e+02,1.043625876085522890e+02,1.043625160363820896e+02,1.043617317806399569e+02,1.043609881661991778e+02,1.043634052992687913e+02,1.043618327612082197e+02
1.044249913894206685e+02,1.044250627340842925e+02,1.044255186273431804e+02,1.044226951910741121e+02,1.044234370605316258e+02,1.044232771481497082e+02,1.044242463412478372e+02,1.044231167003127041e+02,1.044234979904548908e+02,1.044245127019976707e+02,1.044234369852714650e+02
1.043263557809253541e+02,1.043256788661329892e+02,1.043256466702597152e+02,1.043232202871221119e+02,1.043246534299513684e+02,1.043238865573697609e+02,1.043248579270691749e+02,1.043242219762293388e+02,1.043255589742599767e+02,1.043248656279706381e+02,1.043244467998175082e+02
1.041984392115543443e+02,1.041971116971602100e+02,1.041969760418239872e+02,1.041951025779261073e+02,1.041968133950454529e+02,1.041967039817869676e+02,1.041963516186011702e+02,1.041963170525196318e+02,1.041982776267029607e+02,1.041967629863734288e+02,1.041964980829249754e+02
1.042263318891187112e+02,1.042247701376042386e+02,1.042248791970427106e+02,1.042240943003699840e+02,1.042252749941097392e+02,1.042258948538540153e+02,1.042240684561299133e+02,1.042241320608952577e+02,1.042260829698669795e+02,1.042254509645767371e+02,1.042247065631014209e+02
1.043905652799464150e+02,1.043891339242238416e+02,1.043895350676024663e+02,1.043901514235465982e+02,1.043897892805775882e+02,1.043910269190139957e+02,1.043884613530792365e+02,1.043884158980033305e+02,1.043897985141989295e+02,1.043899662804430335e+02,1.043897026225694873e+02
1.044854581058188217e+02,1.044841159375170463e+02,1.044847393701537897e+02,1.044862643811124627e+02,1.044847652130998341e+02,1.044861436279082056e+02,1.044836419991373333e+02,1.044841040640150709e+02,1.044840265438644167e+02,1.044838590661726272e+02,1.044854221470114908e+02
1.043964962795464544e+02,1.043954948340601021e+02,1.043954632381169461e+02,1.043975950638911883e+02,1.043964089075941502e+02,1.043964737975013009e+02,1.043951414014116779e+02,1.043963090823575328e+02,1.043946293361581752e+02,1.043940191581892236e+02,1.043967967409006548e+02
1.042498173631859970e+02,1.042495725856490623e+02,1.042488373497806720e+02,1.042507457341281167e+02,1.042505964420557660e+02,1.042491064793727702e+02,1.042493061061805690e+02,1.042505120278599549e+02,1.042482522736507349e+02,1.042479181997955777e+02,1.042504954354693751e+02
1.042360872567837760e+02,1.042368662062745699e+02,1.042362416913186394e+02,1.042363301743301633e+02,1.042375968154181294e+02,1.042357601864619454e+02,1.042361821824101042e+02,1.042372492373990127e+02,1.042355739179146639e+02,1.042360353770033896e+02,1.042376223157580739e+02
1.043584817407764405e+02,1.043603672472198269e+02,1.043603741540626970e+02,1.043580106836558770e+02,1.043605812858071715e+02,1.043594877961377847e+02,1.043588549533167651e+02,1.043601906632364376e+02,1.043595771156444130e+02,1.043605022325152021e+02,1.043611024324922170e+02
1.044406124693312563e+02,1.044427391422113374e+02,1.044442845451431054e+02,1.044400055532826883e+02,1.044427360807406728e+02,1.044424143865235379e+02,1.044416777330325772e+02,1.044432107732085484e+02,1.044432094473150130e+02,1.044439530247472305e+02,1.044439283692865814e+02
1.043816883647125877e+02,1.043827118592843703e+02,1.043854179144139067e+02,1.043819193328490371e+02,1.043825553430013429e+02,1.043830672934075778e+02,1.043845787538661796e+02,1.043842131515351923e+02,1.043841667363415553e+02,1.043844857199112965e+02,1.043842034649443207e+02
1.042992025249373285e+02,1.042994387687595150e+02,1.043001456799916298e+02,1.043016062493214946e+02,1.042978160662234046e+02,1.042993789420797413e+02,1.043057604760265917e+02,1.043005493669880650e+02,1.042996911570078851e+02,1.042993885834506500e+02,1.042992711240908505e+02
1.043594085935725673e+02,1.043596979344880253e+02,1.043567039560178955e+02,1.043639633789947965e+02,1.043564069940726284e+02,1.043582739349874089e+02,1.043696036745636917e+02,1.043596223569130927e+02,1.043578507534623299e+02,1.043565904416528269e+02,1.043567094636038917e+02
1.045276332619926904e+02,1.045278604162773348e+02,1.045240055989036847e+02,1.045312164603044778e+02,1.045251876530049628e+02,1.045263213330743071e+02,1.045360941091060312e+02,1.045268154229418656e+02,1.045255627146747628e+02,1.045242381346254490e+02,1.045241403250451100e+02
1.045924737884088955e+02,1.045923870432652478e+02,1.045940852433121080e+02,1.045899628682765723e+02,1.045935075205323272e+02,1.045933133767388910e+02,1.045896676459280314e+02,1.045912396265230768e+02,1.045925904292175517e+02,1.045931774394314573e+02,1.045926509543672580e+02
1.044491053010696504e+02,1.044485077906274029e+02,1.044602866294789862e+02,1.044366723564638164e+02,1.044548219066648898e+02,1.044537483596369043e+02,1.044277752382419493e+02,1.044483000725273456e+02,1.044535453021694593e+02,1.044569326404392342e+02,1.044563415969928428e+02
1.042507798393671550e+02,1.042489731609651216e+02,1.042662740274012094e+02,1.042313261681129859e+02,1.042575114382736103e+02,1.042567966681071994e+02,1.042179358089502728e+02,1.042499165753024783e+02,1.042574288588875362e+02,1.042618106894582013e+02,1.042612172121800853e+02
1.042242949220040202e+02,1.042217481134989328e+02,1.042280628538898242e+02,1.042128706799927045e+02,1.042247241308234180e+02,1.042245292956251603e+02,1.042099476946559093e+02,1.042228646105506726e+02,1.042256680477877353e+02,1.042270671641369120e+02,1.042265371804059839e+02
1.043802020686181891e+02,1.043779121011335320e+02,1.043534643230580201e+02,1.043979582744275234e+02,1.043664249878414552e+02,1.043661428044442800e+02,1.044230712734082687e+02,1.043784740665079624e+02,1.043666229637838114e+02,1.043618943995911934e+02,1.043616173035797061e+02
1.044945316201547456e+02,1.044927474688390561e+02,1.044384472181430112e+02,1.045450569227272553e+02,1.044675087879992219e+02,1.044669767546640031e+02,1.045962532948475854e+02,1.044930888619706906e+02,1.044666114466667182e+02,1.044560983736955535e+02,1.044563117091324358e+02
1.043638839734036168e+02,1.043622685462426602e+02,1.043291967743113844e+02,1.044010478345961985e+02,1.043479702842191585e+02,1.043477906599310785e+02,1.044285555766454081e+02,1.043629941881827534e+02,1.043474005417016741e+02,1.043391899411025321e+02,1.043405508962887467e+02
1.039786009508167268e+02,1.039771127589414164e+02,1.040817923662308147e+02,1.038882700542164912e+02,1.040302334759455221e+02,1.040312538183275848e+02,1.037795872670567547e+02,1.039777406262987682e+02,1.040312895861439273e+02,1.040451418954246776e+02,1.040476143747005437e+02
1.034259738830907054e+02,1.034245966494080449e+02,1.038287012996924261e+02,1.030413970551486216e+02,1.036247609685664486e+02,1.036263829910334096e+02,1.026409469995221571e+02,1.034249963952977112e+02,1.036265426491421806e+02,1.036912817636723219e+02,1.036937068113709870e+02
1.027029029675428973e+02,1.027020072410173555e+02,1.035566002267227788e+02,1.018541909278850000e+02,1.031235970197327134e+02,1.031248250986045747e+02,1.010139357608486677e+02,1.027020991369515599e+02,1.031249738831697442e+02,1.032678619486508751e+02,1.032691623377178303e+02
1.017379114255459598e+02,1.017377766536130537e+02,1.031255164856163873e+02,1.003157936064237390e+02,1.024211830892136135e+02,1.024214440933437800e+02,9.894495843683583303e+01,1.017376252210015934e+02,1.024218528850383336e+02,1.026574410258384518e+02,1.026574898621235121e+02
1.006055495870187428e+02,1.006057523639667437e+02,1.025157388081326246e+02,9.860665166369101087e+01,1.015461856973520014e+02,1.015456409647209597e+02,9.669492856820214399e+01,1.006056318091141577e+02,1.015465986346347620e+02,1.018710324566048087e+02,1.018707094749422311e+02
9.959861390226264177e+01,9.959889655575597089e+01,1.019425172238744324e+02,9.712730481472084421e+01,1.007570014157571023e+02,1.007559625457404309e+02,9.474120172343261004e+01,9.959865337477390312e+01,1.007573467975551580e+02,1.011510071485294162e+02,1.011514571910562950e+02
9.900520566096277264e+01,9.900559893644441445e+01,1.016477813358791167e+02,9.622683473138401666e+01,1.003272257250628741e+02,1.003259004714833225e+02,9.348864590495067262e+01,9.900458051320569552e+01,1.003276518949857348e+02,1.007558708691369276e+02,1.007578172804321639e+02
9.884156907390232050e+01,9.884224504223054453e+01,1.016362299328078223e+02,9.591603950835789760e+01,1.002694504000922535e+02,1.002682376299360101e+02,9.297177250210704358e+01,9.884006941470985907e+01,1.002702810622994747e+02,1.006922261952279740e+02,1.006948753872164559e+02
9.888765120031642653e+01,9.888827890253492114e+01,1.016994501430183817e+02,9.593086832771247430e+01,1.003580947563757917e+02,1.003573481051295317e+02,9.290575753223957634e+01,9.888626038051431522e+01,1.003592348496287059e+02,1.007450034063642619e+02,1.007464741840404230e+02
9.898733980301774693e+01,9.898713361722212767e+01,1.016976736376934127e+02,9.607922040555801857e+01,1.004285788420794177e+02,1.004284081486029692e+02,9.303732808512155827e+01,9.898646182786126246e+01,1.004287613673578505e+02,1.007756934676971099e+02,1.007745722738417413e+02
9.920836436578457551e+01,9.920747410235327379e+01,1.017304814148204741e+02,9.641126239927800157e+01,1.005443440740658332e+02,1.005442130392951867e+02,9.335637793296119469e+01,9.920775358213694517e+01,1.005428213240856081e+02,1.008888236462975527e+02,1.008858317928339829e+02
9.966033597742037387e+01,9.965975595946858334e+01,1.019655435320078993e+02,9.701472961147368324e+01,1.008396879516018600e+02,1.008391396782362222e+02,9.393301238078332460e+01,9.965986869741605858e+01,1.008379113637700328e+02,1.012395332877280367e+02,1.012363060636841965e+02
1.002407702279417805e+02,1.002415885162542963e+02,1.023642842904424128e+02,9.774091218498651301e+01,1.012661233073549738e+02,1.012659591406676469e+02,9.464708335943700490e+01,1.002403238998520294e+02,1.012657345448239141e+02,1.017512360796819024e+02,1.017482747246195771e+02
1.006788514551871572e+02,1.006800364841539306e+02,1.026941640459822054e+02,9.825791281426482726e+01,1.015978007720577523e+02,1.015992021421541409e+02,9.521676807880746196e+01,1.006776340600589776e+02,1.015994934668141241e+02,1.021444303873832524e+02,1.021422239203939029e+02
1.008295247888380430e+02,1.008291216565371826e+02,1.028176025820148567e+02,9.839424918747982929e+01,1.017148641328606971e+02,1.017172833649568560e+02,9.550914806131288515e+01,1.008271140380201274e+02,1.017175874739369874e+02,1.022607451615302097e+02,1.022602679503695242e+02
1.008390382197680424e+02,1.008368796782556984e+02,1.028403114445639517e+02,9.832456871360017203e+01,1.017521137991842863e+02,1.017544561529817742e+02,9.567317497890076083e+01,1.008364860424219955e+02,1.017541222729193748e+02,1.022352863044147426e+02,1.022365574743198664e+02
1.009389303521354151e+02,1.009361557259854436e+02,1.029362015113841977e+02,9.833878349205808433e+01,1.019070761799435871e+02,1.019084053705558404e+02,9.590545841524840398e+01,1.009374584182437502e+02,1.019077299679207869e+02,1.023019623638962798e+02,1.023038045431978134e+02
1.011399925188268583e+02,1.011378017464294743e+02,1.030956641932410776e+02,9.849146042518715660e+01,1.021590655311831028e+02,1.021594088978899748e+02,9.616151834135177978e+01,1.011395832806382202e+02,1.021587008742091882e+02,1.024857686116392017e+02,1.024870558546845274e+02
1.012405419167548075e+02,1.012391655423187586e+02,1.031373274686529129e+02,9.859118528458704134e+01,1.022811632421454533e+02,1.022817439765819643e+02,9.621449652918934703e+01,1.012399603796362157e+02,1.022807054933738158e+02,1.025895516119738602e+02,1.025901561571599245e+02
1.011312293068434371e+02,1.011295893014087426e+02,1.029765659939454991e+02,9.852174383874331909e+01,1.021624163593300239e+02,1.021635004032811764e+02,9.597981536925703949e+01,1.011294669532183264e+02,1.021624163422026328e+02,1.024915237952524905e+02,1.024917503616310057e+02
1.009629222359243528e+02,1.009602213099984027e+02,1.027705388994744169e+02,9.841859180874020296e+01,1.019714958443843358e+02,1.019720453250288301e+02,9.565873586092430969e+01,1.009598936544830821e+02,1.019715450362281359e+02,1.023195978311207455e+02,1.023192742516379070e+02
1.009456730161608249e+02,1.009432656452333532e+02,1.027333513956469346e+02,9.847357367298761233e+01,1.019404431727799079e+02,1.019396990922838455e+02,9.549016302810112222e+01,1.009427794348740548e+02,1.019404892319641647e+02,1.022858710645147085e+02,1.022853310048069631e+02
1.010668117730930362e+02,1.010660057748922327e+02,1.028549587362036135e+02,9.863986388671671079e+01,1.020673987129601272e+02,1.020653741876150065e+02,9.543767966228578814e+01,1.010651276429075978e+02,1.020677778563516256e+02,1.024006755602995611e+02,1.024002318499660475e+02
1.011074580365402937e+02,1.011084505260665054e+02,1.029264587188631594e+02,9.866436719002491884e+01,1.021376304925080944e+02,1.021350001038766777e+02,9.524862641198002677e+01,1.011070122369065700e+02,1.021382477702688760e+02,1.024711738453044205e+02,1.024708138775941677e+02
1.009461800068213222e+02,1.009482302530230839e+02,1.028388825750704569e+02,9.841881106874100738e+01,1.020224516082462287e+02,1.020200272802873513e+02,9.481473612305843801e+01,1.009472116461565321e+02,1.020226626631666988e+02,1.023801235932000111e+02,1.023793311459819648e+02
1.007303173369766398e+02,1.007321392304595662e+02,1.027383334779073607e+02,9.806861396410815246e+01,1.018411591257572155e+02,1.018391536421477923e+02,9.432694686242818705e+01,1.007319305856252925e+02,1.018405079393800179e+02,1.022409544551894953e+02,1.022392262994765844e+02
1.006701236136818665e+02,1.006716965878380563e+02,1.028237882292895762e+02,9.784335437399360558e+01,1.017891824839139332e+02,1.017875471775196701e+02,9.403070582960332047e+01,1.006715566584859829e+02,1.017880042105264096e+02,1.022273749116844215e+02,1.022254267828084409e+02
1.007389493410027512e+02,1.007409857053185931e+02,1.030518228598255916e+02,9.772803681227493655e+01,1.018620655666196200e+02,1.018611901819677428e+02,9.389619349175751495e+01,1.007403687889097341e+02,1.018614061195343226e+02,1.023125881581955099e+02,1.023113964397730058e+02
1.007022177672986771e+02,1.007046435822241648e+02,1.031604987666692779e+02,9.749612659134417925e+01,1.018584000468281943e+02,1.018585122567313448e+02,9.364339883969446987e+01,1.007037355595934116e+02,1.018589541292696907e+02,1.022866971373030225e+02,1.022866702483718910e+02
1.004389898118866000e+02,1.004416327930948114e+02,1.029980261463540785e+02,9.704283595471765977e+01,1.016626581997786190e+02,1.016634253352058579e+02,9.311347141216685941e+01,1.004415089215460171e+02,1.016636934077680650e+02,1.020488961822961755e+02,1.020498063834397726e+02
1.001047118533906684e+02,1.001073015929719219e+02,1.027114331851072677e+02,9.654719856039898218e+01,1.014110419438746789e+02,1.014117569268248076e+02,9.246474265664498660e+01,1.001081769206858638e+02,1.014113376576782173e+02,1.017681124065813947e+02,1.017696280337024461e+02
9.992080653013726987e+01,9.992266103676878686e+01,1.025479890208066962e+02,9.623737420064026082e+01,1.013115055266827511e+02,1.013118051724982962e+02,9.193145065871397037e+01,9.992345489633204636e+01,1.013112112790462476e+02,1.016668238572051024e+02,1.016683513709466098e+02
9.987016306524098752e+01,9.987134690008460325e+01,1.025432309485006783e+02,9.607496698214379194e+01,1.013588620231893174e+02,1.013585032103772221e+02,9.148363141324836079e+01,9.987156245332272420e+01,1.013585259535231415e+02,1.017194953049955330e+02,1.017202509676336177e+02
9.971282229804583608e+01,9.971368895382040876e+01,1.025076569898750734e+02,9.579510865501903538e+01,1.013376226244317877e+02,1.013366150574946403e+02,9.087578088401191678e+01,9.971374954188394213e+01,1.013376874525444151e+02,1.016874166076406567e+02,1.016870569852977439e+02
9.932043061346766422e+01,9.932115443673559696e+01,1.023114105718826039e+02,9.525844635903030166e+01,1.011183292267754439e+02,1.011174616430114668e+02,9.001621378585173261e+01,9.932131609423979057e+01,1.011189302256304927e+02,1.014474257772174468e+02,1.014462833279285263e+02
9.887237289208367486e+01,9.887371622575705032e+01,1.020599895632630592e+02,9.464648878814246302e+01,1.008360431386194165e+02,1.008360310680598104e+02,8.912758972958054926e+01,9.887376005281740277e+01,1.008368302381322081e+02,1.011601024160485593e+02,1.011588599492842775e+02
9.863924938020977606e+01,9.864099409332543189e+01,1.019435954420571164e+02,9.422292120987890485e+01,1.006949022176943913e+02,1.006953122273637007e+02,8.845922283481827719e+01,9.864108591906818901e+01,1.006953564619272470e+02,1.010516250778748315e+02,1.010513041821662341e+02
9.863368286344527291e+01,9.863473622003562014e+01,1.019799738078885127e+02,9.398785519693079493e+01,1.006847797656645724e+02,1.006852017806202753e+02,8.794869739051097213e+01,9.863548757226269004e+01,1.006849843631028421e+02,1.011129886143970396e+02,1.011148627160243336e+02
9.860352897129628502e+01,9.860332875148988308e+01,1.019982004539421609e+02,9.370033874369686089e+01,1.005937888817521184e+02,1.005943808412659877e+02,8.729813073016877922e+01,9.860449182756958919e+01,1.005939978996836572e+02,1.011155102651551232e+02,1.011192087049751933e+02
9.836695945068817082e+01,9.836600959629956265e+01,1.018918542200472217e+02,9.322835369730164246e+01,1.003111184830426765e+02,1.003117289026897225e+02,8.638000193589884645e+01,9.836654381502457056e+01,1.003109982418775701e+02,1.009253248033512591e+02,1.009288134443721674e+02
9.802398962461886356e+01,9.802303615742752640e+01,1.017726564312356032e+02,9.273790518590075749e+01,1.000007798207040679e+02,1.000005505219084654e+02,8.541443427494154150e+01,9.802262580459920116e+01,9.999977022376469904e+01,1.006861544919512426e+02,1.006876429136816995e+02
9.779222760076844168e+01,9.779218518729750542e+01,1.018004132242571131e+02,9.245231768742686995e+01,9.989413732172400273e+01,9.989228254525700379e+01,8.466983494174428415e+01,9.779121946967019596e+01,9.989209889632704176e+01,1.006180714414534521e+02,1.006173728667104257e+02
9.770110060462566537e+01,9.770241592225572447e+01,1.019284189394061428e+02,9.231787747828865065e+01,9.997702115133122902e+01,9.997427703173370617e+01,8.407867251510296569e+01,9.770156109523853161e+01,9.997485322664077501e+01,1.007103850410132111e+02,1.007088607751428384e+02
9.757505994060191767e+01,9.757738543313512025e+01,1.019446914082597999e+02,9.206152310649692083e+01,1.000080913038960091e+02,1.000057989530233016e+02,8.330232049799420224e+01,9.757724854899528566e+01,1.000067011666591981e+02,1.007344762860970064e+02,1.007342483908603441e+02
9.731986044934090785e+01,9.732255824075716077e+01,1.017642947806513121e+02,9.155805658038751460e+01,9.984091954527397661e+01,9.983983910813255136e+01,8.216300531591993206e+01,9.732286143117305244e+01,9.984021193646029246e+01,1.005580766138587023e+02,1.005604150578094789e+02
9.707905053984998744e+01,9.708100999337165149e+01,1.015548918767219817e+02,9.099734827297848483e+01,9.960813373486573141e+01,9.960783404884024606e+01,8.083278944422359302e+01,9.708110451145461184e+01,9.960727934625539604e+01,1.003197948927366241e+02,1.003237802387447033e+02
9.703519071957840936e+01,9.703627214799999479e+01,1.015283085597114336e+02,9.062584978778950529e+01,9.952544781389759976e+01,9.952525058446856576e+01,7.952607481922809995e+01,9.703443915107939688e+01,9.952398895584884997e+01,1.002378681645283081e+02,1.002417668668042552e+02
9.712747604260457024e+01,9.712854167407868999e+01,1.016540635398799424e+02,9.040882220016557369e+01,9.958045330625544977e+01,9.958071060526172857e+01,7.815619505169121339e+01,9.712347606031553937e+01,9.957899624594786303e+01,1.003099915270145175e+02,1.003125810487912304e+02
9.708699094926267037e+01,9.708863400301142121e+01,1.016936932795794206e+02,9.008259112106824773e+01,9.955491593646441117e+01,9.955580819461391684e+01,7.648304307473304675e+01,9.708222770325984641e+01,9.955411516708470288e+01,1.003174660893725161e+02,1.003184321798180036e+02
9.678338214445784615e+01,9.678490193553841436e+01,1.015229274391449508e+02,8.954162924966233561e+01,9.934001093144672723e+01,9.934022479835191177e+01,7.456964526392226844e+01,9.678274301793452139e+01,9.933930487699879563e+01,1.001357826194226277e+02,1.001347400394769380e+02
9.640813883315503574e+01,9.640780330989244362e+01,1.013032837619897748e+02,8.899991071740195991e+01,9.909250190952931803e+01,9.908950949793435825e+01,7.286892347943077652e+01,9.641614928867974754e+01,9.908902441992280785e+01,9.991137999687650506e+01,9.990807579230691715e+01
9.623437797642137070e+01,9.623126410532516672e+01,1.012710056201718203e+02,8.871485108560142407e+01,9.902352077563837440e+01,9.901684545398201465e+01,7.175237863240415948e+01,9.625011148142131390e+01,9.901546094021210820e+01,9.985899938932182351e+01,9.985498492313591612e+01
9.626421939293956598e+01,9.626031904898373170e+01,1.014200550369355938e+02,8.863250095562814579e+01,9.911098114270927795e+01,9.910456617767752618e+01,7.107718444337632491e+01,9.627760086275982587e+01,9.910231613271018603e+01,9.996358244298686202e+01,9.996215443346598306e+01
9.624638312121899730e+01,9.624741243839257265e+01,1.015152380807294747e+02,8.844291440070507804e+01,9.911720777652880088e+01,9.911897265094667375e+01,7.037080442355063781e+01,9.624051114130283224e+01,9.911718247140355231e+01,1.000000507509310665e+02,1.000043809774256260e+02
9.602626233805099787e+01,9.603759520877449063e+01,1.014129012850252280e+02,8.798860630057207288e+01,9.891258235051252257e+01,9.892902464063134005e+01,6.939215058462363572e+01,9.599055498731355840e+01,9.892828726028066910e+01,9.984601419352441098e+01,9.985689883143254519e+01
9.573593217944429057e+01,9.575389891974448631e+01,1.012444212953731864e+02,8.744662491328247711e+01,9.866251008633797426e+01,9.868845247454818548e+01,6.831843859322775359e+01,9.568485704395806124e+01,9.868807509128116351e+01,9.965126123965428917e+01,9.966311283055090087e+01
9.557834494408955095e+01,9.558594615472890155e+01,1.012233833676479406e+02,8.703287552625700130e+01,9.859972109782221139e+01,9.861154203585671496e+01,6.735564394779126474e+01,9.556031942872628804e+01,9.861121985927056244e+01,9.962880760374666522e+01,9.962828292664504204e+01
9.552269788390327676e+01,9.549859090653339422e+01,1.013420264403272313e+02,8.667443376495901930e+01,9.870468344590344145e+01,9.867218280779097483e+01,6.638821306629630215e+01,9.559583420093844097e+01,9.867175380530801476e+01,9.974313351665441019e+01,9.971788570953388842e+01
9.537484098981823877e+01,9.531959081568271586e+01,1.013791267388907897e+02,8.617958721237037878e+01,9.873503888040922050e+01,9.865690122504733495e+01,6.524855728377404773e+01,9.553641951172605218e+01,9.865642603765773799e+01,9.974817111764481581e+01,9.970509882481582054e+01
9.515418069829628678e+01,9.512477802644934854e+01,1.012080278413975947e+02,8.572038596031457303e+01,9.855691505385364337e+01,9.850964932505149818e+01,6.429428408047787968e+01,9.525031304257686315e+01,9.850975887776520779e+01,9.952830442122154864e+01,9.951461708507116555e+01
9.523613579435192378e+01,9.536742589920018531e+01,1.009746498535329806e+02,8.593806249514801721e+01,9.831696104188979746e+01,9.848379264461748051e+01,6.443102064610417301e+01,9.491616989682947292e+01,9.848502260699440569e+01,9.926478609694213162e+01,9.937431125864590342e+01
